repo_url,implements_from_scratch,defines_new_protocol,has_novel_algorithms,is_foundational_infrastructure,implements_core_logic,is_wrapper_or_integration,is_template_or_scaffold,is_thin_wrapper,is_heavy_dependency,is_glue_code_or_middleware,is_utility_library_only,originality_score,reasoning
https://github.com/alloy-rs/alloy,0.54,0.06,0.0,0.56,0.27,0.63,0.0,0.39,0.0,0.67,0.34,0.425,"Alloy is primarily a Rust-based integration layer and middleware for connecting applications to blockchains, with 89 dependents indicating moderate infrastructure value but limited core algorithmic innovation."
https://github.com/a16z/helios,0.86,0.36,0.29,0.19,0.83,0.36,0.0,0.22,0.28,0.44,0.0,0.605,Helios implements substantial light client logic from scratch but primarily integrates with existing Ethereum RPC providers rather than defining new protocols.
https://github.com/swiss-knife-xyz/swiss-knife,0.06,0.0,0.0,0.0,0.04,0.86,0.0,0.64,1.0,0.82,0.93,0.07,This is primarily a utility toolkit that integrates existing EVM functionality through various tools and has heavy dependency usage with no dependents.
https://github.com/axiom-crypto/snark-verifier,0.86,0.21,0.83,0.12,0.93,0.1,0.0,0.0,0.88,0.1,0.05,0.725,"This is a generic SNARK verifier implementation that likely contains substantial cryptographic logic and has undergone security audits, though it relies heavily on transitive dependencies and has no external dependents."
https://github.com/risc0/risc0-ethereum,0.25,0.15,0.0,0.0,0.25,0.81,0.25,0.31,0.0,0.83,0.0,0.265,"Primarily an integration layer connecting RISC Zero's zkVM to Ethereum with verifier contracts and supporting code, lacking novel algorithms or core protocol implementation."
https://github.com/dl-solarity/solidity-lib,0.56,0.06,0.04,0.0,0.54,0.42,0.0,0.0,0.5,0.02,0.67,0.355,"This is primarily a utility library providing Solidity contracts and helpers rather than implementing novel algorithms or core infrastructure, with moderate dependency usage and no external dependents."
https://github.com/ethstaker/ethstaker-deposit-cli,0.56,0.0,0.04,0.0,0.54,0.27,0.0,0.0,0.0,0.25,0.44,0.325,This is a specialized CLI tool that implements secure key generation workflows but builds on existing cryptographic libraries rather than creating novel algorithms.
https://github.com/OffchainLabs/stylus-sdk-rs,0.71,0.5,0.06,0.06,0.73,0.29,0.0,0.0,0.0,0.27,0.25,0.5,SDK provides Rust-to-WASM compilation tools and EVM interoperability features but is primarily an integration layer rather than novel algorithmic work.
https://github.com/aestus-relay/mev-boost-relay,0.25,0.1,0.05,0.06,0.45,0.5,0.0,0.15,0.35,0.95,0.1,0.26,This is primarily middleware/glue code implementing MEV-Boost relay functionality that integrates existing protocols rather than defining novel algorithms or core infrastructure.
https://github.com/succinctlabs/rsp,0.56,0.06,0.29,0.0,0.73,0.63,0.0,0.0,0.88,0.41,0.0,0.415,Primarily integrates Reth and SP1 to generate ZK proofs rather than implementing novel cryptographic primitives from scratch.
https://github.com/edb-rs/edb,0.71,0.15,0.14,0.0,0.83,0.31,0.0,0.0,0.0,0.19,0.0,0.6,"EDB implements core debugging logic from scratch with substantial original work in time-travel debugging and EVM analysis, though it integrates with existing Ethereum infrastructure."
https://github.com/0xMiden/miden-vm,1.0,1.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,"Miden VM is a complete STARK-based virtual machine implementation with novel ZK proving capabilities, written from scratch in Rust with zero dependencies."
https://github.com/holiman/goevmlab,0.71,0.0,0.04,0.29,0.59,0.17,0.0,0.0,0.26,0.39,0.46,0.505,A testing/fuzzing utility library that provides EVM bytecode generation and analysis tools but is primarily middleware/glue code with moderate dependencies and limited core logic implementation.
https://github.com/Cyfrin/aderyn,0.86,0.0,0.41,0.0,0.83,0.1,0.0,0.0,0.0,0.15,0.0,0.655,"Aderyn implements core static analysis logic from scratch in Rust with no dependencies, but focuses on integrating with developer workflows rather than defining new protocols or foundational infrastructure."
https://github.com/Commit-Boost/commit-boost-client,0.25,0.25,0.0,0.0,0.21,0.64,0.0,0.35,0.0,1.0,0.0,0.265,This is primarily a middleware sidecar that integrates existing protocols like MEV-Boost rather than implementing novel algorithms or core infrastructure from scratch.
https://github.com/NethermindEth/juno,1.0,0.1,0.35,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,"Juno is a full Starknet client implementation from scratch in Go with zero dependencies, implementing core blockchain logic and serving as infrastructure, though it implements rather than defines the Starknet protocol."
https://github.com/lambdaclass/ethrex,1.0,0.5,0.71,0.16,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.805,"This is a ground-up implementation of Ethereum protocol with ZK-native architecture and multi-prover support, making it highly original core infrastructure."
https://github.com/succinctlabs/sp1,1.0,0.9,1.0,0.21,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.85,"SP1 implements a novel zkVM from scratch with custom ZK proving systems and defines a new protocol for RISC-V program verification, though it has moderate dependency usage and no current dependents."
https://github.com/succinctlabs/op-succinct,0.71,0.35,0.68,0.21,0.95,0.14,0.0,0.0,0.88,0.17,0.0,0.64,Implements core ZK proving logic for OP Stack with novel algorithms but relies heavily on transitive dependencies and has no external dependents yet.
https://github.com/a16z/halmos,0.71,0.0,0.29,0.0,0.68,0.27,0.0,0.0,0.0,0.17,0.0,0.545,Halmos implements original symbolic testing logic for EVM smart contracts but builds on existing solvers and Foundry infrastructure.
https://github.com/EspressoSystems/jellyfish,1.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,"Implements PLONK ZKP system and cryptographic primitives from scratch with zero dependencies, though lacks external dependents."
https://github.com/skalenetwork/libBLS,0.9,0.25,0.95,0.16,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.76,"Implements core cryptographic algorithms from scratch with no dependencies, though it builds on libff and has limited external adoption."
https://github.com/lambdaclass/lambdaworks,1.0,0.5,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819,"Implements SNARKs and STARKs provers from scratch with novel cryptographic algorithms, though it defines protocol variants rather than entirely new standards and has no current dependents."
https://github.com/wealdtech/ethdo,0.25,0.0,0.0,0.0,0.21,0.79,0.0,0.5,0.46,0.67,0.6,0.215,"This is primarily a command-line utility that wraps Ethereum 2 functionality and connects to beacon nodes, with no novel algorithms or core protocol implementation."
https://github.com/dappnode/DAppNode,0.1,0.0,0.0,0.06,0.06,0.54,0.35,0.0,0.0,0.76,0.0,0.175,DAppNode is primarily a Docker-based integration platform and deployment system for existing blockchain clients rather than implementing core protocols or algorithms from scratch.
https://github.com/intellij-solidity/intellij-solidity,0.25,0.0,0.0,0.0,0.21,0.69,0.0,0.35,0.0,0.76,0.4,0.195,"This is an IDE plugin providing syntax highlighting, code completion, and test runner integration for Solidity, serving as middleware between IntelliJ and Solidity tooling without implementing core blockchain logic."
https://github.com/ChainSafe/bls,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,"Implements BLS signatures from scratch with novel cryptographic algorithms, though it has no dependents and low activity."
https://github.com/Plonky3/Plonky3,1.0,0.75,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,"Plonky3 implements novel cryptographic primitives from scratch including polynomial commitment schemes, field implementations with hand-optimized assembly, and defines new protocols for PIOPs, making it highly original foundational infrastructure."
https://github.com/Certora/CertoraProver,0.9,0.45,0.65,0.15,0.95,0.1,0.0,0.0,0.0,0.1,0.0,0.74,"The Certora Prover implements novel formal verification algorithms from scratch for smart contract security analysis, though it builds on existing SMT solvers rather than implementing its own complete proving system."
https://github.com/ethstaker/eth-docker,0.0,0.0,0.0,0.0,0.0,0.86,0.45,0.0,0.0,0.95,0.0,0.07,"This is primarily Docker automation and configuration glue code for running Ethereum nodes, with no core algorithms or novel implementations."
https://github.com/supranational/blst,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,Hand-optimized cryptographic library implementing BLS12-381 signatures from scratch in assembly with 318 dependents and formal verification
https://github.com/wighawag/hardhat-deploy,0.06,0.0,0.0,0.71,0.25,0.79,0.0,0.31,0.98,0.96,0.29,0.315,This is a Hardhat plugin that provides deployment utilities and integration layer functionality rather than implementing core algorithms or protocols from scratch.
https://github.com/libp2p/libp2p,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,libp2p is a foundational networking stack that defines novel peer-to-peer protocols from scratch and serves as critical infrastructure for many decentralized systems.
https://github.com/ethereum/js-ethereum-cryptography,0.86,0.0,0.5,1.0,0.85,0.14,0.0,0.0,0.2,0.0,0.15,0.76,"This is a foundational pure-JS implementation of cryptographic primitives with 2248 dependents, though it builds on noble/scure libraries rather than implementing everything from scratch."
https://github.com/flashbots/mev-boost-relay,0.35,0.1,0.0,0.06,0.44,0.61,0.0,0.15,0.41,0.93,0.05,0.285,This is primarily middleware/glue code implementing MEV-Boost relay functionality with moderate dependencies and no novel algorithms or protocol definitions.
https://github.com/flashbots/mev-boost,0.39,0.46,0.04,0.06,0.37,0.59,0.0,0.3,0.46,0.98,0.0,0.375,MEV-Boost is middleware that implements PBS protocol integration but relies heavily on existing infrastructure with moderate dependencies and no novel algorithms.
https://github.com/taikoxyz/taiko-mono,0.73,1.0,0.49,0.21,1.0,0.02,0.0,0.0,0.84,0.02,0.0,0.7,"Taiko Alethia implements a novel rollup protocol from scratch with substantial original cryptographic work, though it has heavy transitive dependencies and no current dependents."
https://github.com/Vectorized/solady,0.5,0.0,0.35,0.15,0.45,0.0,0.0,0.0,0.0,0.0,0.6,0.39,Highly optimized gas-efficient Solidity snippets implementing novel algorithms from scratch with significant foundational value
https://github.com/Consensys/gnark-crypto,1.0,0.1,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904,"Implements cryptographic primitives from scratch including elliptic curves, pairing-based cryptography, and ZK-specific algorithms with zero dependencies."
https://github.com/l2beat/l2beat,0.25,0.0,0.0,0.0,0.25,0.65,0.0,0.0,0.5,0.45,0.0,0.285,Analytics website that integrates and displays data from L2 solutions rather than implementing core protocols or algorithms.
https://github.com/protofire/solhint,0.4,0.0,0.0,0.96,0.74,0.15,0.0,0.0,0.46,0.1,0.39,0.63,Solhint implements original linting rules and analysis logic for Solidity code but relies heavily on existing parsing libraries and has utility library characteristics.
https://github.com/paulmillr/noble-curves,1.0,0.0,0.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,"Minimal, audited JS implementation of elliptic curve cryptography with hand-optimized code, 1602 dependents, and zero dependencies demonstrates high originality as foundational cryptographic infrastructure."
https://github.com/flashbots/rbuilder,0.71,0.06,0.52,0.0,0.83,0.19,0.0,0.0,0.81,0.5,0.0,0.485,Implements core MEV block building algorithms with some novel approaches but heavily relies on transitive dependencies and serves as middleware in the MEV ecosystem.
https://github.com/arkworks-rs/algebra,1.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,"Implements core cryptographic primitives from scratch with 356 dependents, making it foundational ZK infrastructure."
https://github.com/herumi/mcl,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,"This is a highly original cryptographic library implementing pairing-based cryptography from scratch with novel algorithms, though it lacks significant external dependents to be considered foundational infrastructure."
https://github.com/LFDT-web3j/web3j,0.06,0.0,0.0,0.04,0.04,0.98,0.0,0.96,0.0,0.94,0.62,0.09,This is a pure Java wrapper library for Ethereum JSON-RPC API integration with minimal original logic beyond API calls.
https://github.com/ethereum/py_ecc,1.0,0.0,0.5,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755,"Pure cryptographic implementation of ECC pairing and curve operations from scratch with no dependencies, though it implements established standards rather than defining new protocols."
https://github.com/lambdaclass/lambda_ethereum_consensus,0.9,0.0,0.0,0.06,0.95,0.1,0.0,0.0,0.81,0.0,0.0,0.62,This is an original Elixir implementation of Ethereum consensus protocol from scratch but relies heavily on transitive dependencies and has no ecosystem dependents yet.
https://github.com/sigp/lighthouse,1.0,0.35,0.35,0.56,1.0,0.0,0.0,0.0,0.15,0.0,0.0,0.79,"Lighthouse is a full Ethereum consensus client implementation written from scratch in Rust with novel optimizations and security-focused design, serving as foundational infrastructure for the Ethereum network."
https://github.com/otterscan/otterscan,0.25,0.0,0.0,0.0,0.25,0.79,0.0,0.5,0.86,0.81,0.0,0.215,Otterscan is primarily a UI wrapper around Erigon's JSON-RPC API with heavy transitive dependencies and no novel algorithms or protocol definitions.
https://github.com/hyperledger/besu,1.0,0.0,0.31,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805,"Besu is a full Ethereum execution client implemented from scratch in Java with substantial original EVM and consensus logic, though it follows existing Ethereum protocols rather than defining new ones."
https://github.com/ethereum/web3.py,0.04,0.0,0.0,0.71,0.19,0.98,0.0,0.56,0.0,0.75,0.06,0.165,This is a Python wrapper library for Ethereum JSON-RPC APIs with minimal original algorithmic content beyond API integration.
https://github.com/eth-infinitism/account-abstraction,0.71,0.85,0.21,0.73,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.73,"This repository implements ERC-4337 Account Abstraction from scratch, defines a new protocol standard, serves as foundational infrastructure with 104 dependents, and contains core smart contract logic rather than being wrapper code."
https://github.com/smartcontracts/simple-optimism-node,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.25,0.0,0.7,0.0,0.07,"This is a Docker Compose configuration template for running Optimism nodes with minimal original code, serving as integration glue rather than implementing core logic."
https://github.com/ipsilon/evmone,1.0,0.0,0.35,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,"evmone is a complete from-scratch EVM implementation with performance optimizations and core execution logic, though it builds on existing cryptographic libraries rather than defining novel algorithms."
https://github.com/ethpandaops/ethereum-package,0.0,0.0,0.0,0.0,0.0,0.96,0.35,0.1,0.0,1.0,0.0,0.07,This is a Kurtosis package that orchestrates existing Ethereum clients and tools rather than implementing core blockchain logic from scratch.
https://github.com/DefiLlama/chainlist,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.0,0.0,0.4,0.95,0.07,This is primarily a utility library and integration layer for chain/RPC data aggregation without implementing core algorithms or protocols.
