repo_url,owner,repo_name,full_name,description,homepage,language,stars,watchers,forks_count,open_issues,size_kb,default_branch,is_fork,is_archived,is_template,has_wiki,has_pages,has_discussions,license,created_at,updated_at,pushed_at,topics,network_count,parent_repo,source_repo,contributor_count,total_commits,commits_last_year,owner_commits_year,recent_weekly_commit_avg,languages_count,primary_language_pct,total_code_bytes,languages_detail,release_count,latest_release_date,has_releases,branch_count,tag_count,dependency_count,dev_dependency_count,dep_files_found,dep_ecosystems,dep_ecosystem_count,total_files,total_dirs,tree_depth,has_ci_cd,has_dockerfile,has_docs,has_tests,has_examples,has_benchmarks,readme_size,src_file_count,test_file_count,config_file_count,desc_fork_wrapper_signals,desc_originality_signals,desc_length,health_percentage,has_code_of_conduct,has_contributing,has_issue_template,has_pull_request_template,age_days,days_since_push,fork_to_star_ratio,deps_per_src_file,deps_per_1k_loc,src_to_total_file_ratio,commits_per_contributor,stars_per_contributor,code_bytes_per_dep,commits_per_age_day
https://github.com/DefiLlama/DefiLlama-Adapters,DefiLlama,DefiLlama-Adapters,DefiLlama/DefiLlama-Adapters,,,JavaScript,1137,26,6999,133,65827,main,False,False,False,True,False,True,,2020-11-14T00:41:54Z,2026-03-12T18:08:03Z,2026-03-13T09:56:51Z,,6999,,,406,33365,4660,0,117.25,5,99.1,10239912,"{""JavaScript"": 10146069, ""TypeScript"": 86481, ""Solidity"": 4934, ""Groovy"": 2381, ""Shell"": 47}",1,2025-10-17T15:02:01Z,True,62,1,25,1,package.json,npm,1,6295,4685,5,True,False,False,True,False,False,2864,5945,10,328,0,0,0,25,False,False,False,True,1945,0,6.1557,0.0042,0.002441,0.9444,82.18,2.8,409596.48,17.1542
https://github.com/blockscout/blockscout,blockscout,blockscout,blockscout/blockscout,Blockchain explorer for Ethereum based network and a tool for inspecting and analyzing EVM based blockchains. ,http://docs.blockscout.com,Elixir,4439,117,3010,245,212628,master,False,False,False,True,False,True,GPL-3.0,2018-01-12T22:45:24Z,2026-03-12T20:45:04Z,2026-03-13T07:46:05Z,"blockchain,elixir,ethereum,explorer",3010,,,154,15868,870,0,20.25,9,88.9,14277207,"{""Elixir"": 12685832, ""HTML"": 546524, ""Solidity"": 384329, ""SCSS"": 316162, ""JavaScript"": 307529, ""Shell"": 17782, ""Dockerfile"": 9823, ""Makefile"": 6597, ""Vyper"": 2629}",100,2026-03-13T07:46:05Z,True,100,100,9,0,mix.exs,elixir,1,3326,699,9,True,True,False,False,False,True,3309,1422,100,173,0,0,110,87,True,True,False,True,2981,0,0.6781,0.0063,0.00063,0.4275,103.04,28.82,1586356.33,5.323
https://github.com/argotorg/hevm,argotorg,hevm,argotorg/hevm,Symbolic and concrete EVM execution engine,https://hevm.dev,Haskell,329,8,74,67,17375,main,False,False,False,False,True,False,AGPL-3.0,2022-08-29T18:39:09Z,2026-03-12T16:51:25Z,2026-03-12T16:51:24Z,,74,,,102,6504,723,0,8.25,7,90.0,1349126,"{""Haskell"": 1214021, ""Solidity"": 105320, ""C"": 10360, ""Nix"": 9536, ""C++"": 6620, ""Python"": 3020, ""Shell"": 249}",16,2026-01-08T14:51:12Z,True,100,33,2,0,"cabal.project,flake.nix","nix,haskell",2,156,28,3,True,False,True,True,False,True,2736,51,53,15,0,0,42,50,False,False,False,True,1291,0,0.2249,0.0392,0.001482,0.3269,63.76,3.23,674563.0,5.038
https://github.com/wevm/viem,wevm,viem,wevm/viem,TypeScript Interface for Ethereum,https://viem.sh,TypeScript,3420,28,1361,37,419452,main,False,False,False,False,False,True,NOASSERTION,2022-07-22T00:54:04Z,2026-03-13T09:39:03Z,2026-03-12T00:21:43Z,"abi,blockchain,contracts,dapp,ethereum,javascript,typescript,viem,wagmi,web3",1361,,,465,4246,969,0,16.0,6,95.3,8946197,"{""TypeScript"": 8526707, ""MDX"": 390082, ""Solidity"": 26574, ""CSS"": 1660, ""JavaScript"": 818, ""HTML"": 356}",100,2026-03-12T00:21:44Z,True,5,100,0,27,package.json,npm,1,2748,237,5,True,False,False,True,True,False,13,1228,804,121,0,0,33,100,True,True,False,True,1330,1,0.398,0.0,0.0,0.4469,9.13,7.35,8946197.0,3.1925
https://github.com/vyperlang/vyper,vyperlang,vyper,vyperlang/vyper,Pythonic Smart Contract Language for the EVM,https://vyperlang.org,Python,5171,150,884,591,14474,master,False,False,False,True,False,True,NOASSERTION,2016-11-11T08:56:41Z,2026-03-12T05:29:15Z,2026-03-09T19:22:21Z,"ethereum,ethereum-dapp,language,python,vyper",884,,,219,6079,184,0,2.5,6,99.8,4052899,"{""Python"": 4046722, ""Makefile"": 2222, ""Batchfile"": 1614, ""Dockerfile"": 1145, ""Shell"": 793, ""Vyper"": 403}",60,2025-06-18T20:09:23Z,True,10,78,153,0,"setup.py,setup.cfg,pyproject.toml,Makefile","pip,make",2,747,148,9,True,True,True,True,True,False,4222,211,442,15,0,0,44,87,False,True,False,True,3409,3,0.171,0.7251,0.037751,0.2825,27.76,23.61,26489.54,1.7832
https://github.com/vyperlang/titanoboa,vyperlang,titanoboa,vyperlang/titanoboa,a vyper interpreter,https://titanoboa.readthedocs.io,Python,305,8,72,89,1665,master,False,False,False,True,True,False,NOASSERTION,2022-06-24T13:28:19Z,2026-03-09T13:33:25Z,2026-03-09T13:33:29Z,,72,,,25,1564,30,0,0.25,6,93.7,581862,"{""Python"": 545130, ""Vyper"": 28905, ""JavaScript"": 4702, ""HTML"": 2436, ""Makefile"": 472, ""Shell"": 217}",15,2025-10-08T07:36:03Z,True,40,15,59,0,"setup.cfg,pyproject.toml,Makefile","pip,make",2,243,52,4,True,False,True,True,True,False,10272,53,81,16,0,0,19,62,False,True,False,True,1357,3,0.2361,1.1132,0.101399,0.2181,62.56,12.2,9862.07,1.1525
https://github.com/status-im/nimbus-eth2,status-im,nimbus-eth2,status-im/nimbus-eth2,Nim implementation of the Ethereum Beacon Chain,https://nimbus.guide,Nim,647,38,309,240,72384,stable,False,False,False,True,True,False,NOASSERTION,2018-07-20T13:45:21Z,2026-03-12T12:20:46Z,2026-03-13T12:51:57Z,"beacon-chain,eth2,eth2-clients,ethereum,hacktoberfest,nim,nimbus,nimbus-eth2,proof-of-stake,serenity",309,,,114,8005,755,0,2.75,12,95.3,6367560,"{""Nim"": 6070275, ""Shell"": 112150, ""C"": 97580, ""Makefile"": 31519, ""Groovy"": 12315, ""Jupyter Notebook"": 12282, ""Python"": 8496, ""Nix"": 8403, ""HTML"": 6055, ""Assembly"": 3669, ""Dockerfile"": 2674, ""Objective-C"": 2142}",100,2026-03-13T06:01:46Z,True,100,100,0,0,"Makefile,flake.nix","nix,make",2,789,102,7,True,True,True,True,False,True,8555,146,225,42,0,0,47,50,False,False,False,False,2792,0,0.4776,0.0,0.0,0.185,70.22,5.68,6367560.0,2.8671
https://github.com/scaffold-eth/scaffold-eth-2,scaffold-eth,scaffold-eth-2,scaffold-eth/scaffold-eth-2,Open source forkable Ethereum dev stack,https://scaffoldeth.io,TypeScript,1993,28,1334,14,9374,main,False,False,True,False,False,True,MIT,2022-09-19T14:19:48Z,2026-03-13T03:21:09Z,2026-03-13T13:05:26Z,"daisyui,dapp,ethereum,ethersjs,hardhat,nextjs,rainbowkit,solidity,starter-kit,tailwindcss,typescript,viem,wagmi",1334,,,59,504,55,0,0.75,4,95.4,179882,"{""TypeScript"": 171597, ""Solidity"": 2972, ""JavaScript"": 2934, ""CSS"": 2379}",18,2024-04-16T16:04:45Z,True,35,18,0,2,package.json,npm,1,142,61,6,True,False,False,False,False,False,4063,89,1,17,1,0,39,62,False,True,False,True,1270,0,0.6693,0.0,0.0,0.6268,8.54,33.78,179882.0,0.3969
https://github.com/OffchainLabs/prysm,OffchainLabs,prysm,OffchainLabs/prysm,Go implementation of Ethereum proof of stake,https://www.offchainlabs.com,Go,3735,122,1279,454,196292,develop,False,False,False,True,False,True,GPL-3.0,2018-01-11T21:31:33Z,2026-03-12T22:59:03Z,2026-03-13T13:17:36Z,ethereum,1279,,,298,10181,771,0,22.5,10,94.4,20966689,"{""Go"": 19789043, ""Starlark"": 1027514, ""Shell"": 94878, ""Smarty"": 24214, ""Solidity"": 9464, ""Batchfile"": 8744, ""Go Template"": 6723, ""PowerShell"": 4900, ""Dockerfile"": 1196, ""C++"": 13}",100,2026-01-07T16:51:20Z,True,100,100,282,0,"go.mod,go.sum",go,1,4306,570,7,True,True,False,True,False,True,3071,1384,1965,54,0,0,44,87,False,True,False,True,2982,0,0.3424,0.2038,0.01345,0.3214,34.16,12.53,74349.96,3.4142
https://github.com/safe-global/safe-smart-account,safe-global,safe-smart-account,safe-fndn/safe-smart-account,Safe allows secure management of blockchain assets. ,https://safe.global,TypeScript,2118,51,1117,25,11004,main,False,False,False,False,False,False,LGPL-3.0,2017-09-02T09:23:38Z,2026-03-11T19:48:04Z,2026-03-05T06:19:37Z,"ethereum,solidity,wallet",1117,,,66,1155,73,0,0.0,6,61.6,779850,"{""TypeScript"": 480633, ""Solidity"": 233948, ""Python"": 54416, ""Ruby"": 9107, ""JavaScript"": 1033, ""Makefile"": 713}",17,2025-07-03T09:56:51Z,True,19,21,0,30,package.json,npm,1,233,43,3,True,False,True,True,False,True,5297,86,65,24,0,0,52,50,False,False,False,True,3114,8,0.5274,0.0,0.0,0.3691,17.5,32.09,779850.0,0.3709
https://github.com/paradigmxyz/reth,paradigmxyz,reth,paradigmxyz/reth,"Modular, contributor-friendly and blazing-fast implementation of the Ethereum protocol, in Rust",https://reth.rs/,Rust,5475,62,2337,248,142106,main,False,False,False,False,True,True,Apache-2.0,2022-09-15T23:05:57Z,2026-03-13T11:42:08Z,2026-03-13T13:05:00Z,"blockchain,contributor-friendly,distributed-systems,ethereum,execution-layer,modular,p2p,rust",2337,,,455,13758,4217,0,108.5,10,73.2,20094046,"{""Rust"": 14709391, ""HTML"": 5331924, ""Python"": 15498, ""Makefile"": 12124, ""Mermaid"": 11138, ""Shell"": 5812, ""Nix"": 3205, ""HCL"": 2762, ""Dockerfile"": 1446, ""JavaScript"": 746}",89,2026-03-12T13:32:02Z,True,100,100,0,0,"Cargo.toml,Makefile,flake.nix","nix,cargo,make",3,1910,569,9,True,True,True,True,True,True,11500,1107,205,244,0,0,95,62,False,True,False,False,1274,0,0.4268,0.0,0.0,0.5796,30.24,12.03,20094046.0,10.7991
https://github.com/openzeppelin/openzeppelin-contracts,openzeppelin,openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,OpenZeppelin Contracts is a library for secure smart contract development.,https://openzeppelin.com/contracts,Solidity,27029,640,12412,325,52239,master,False,False,False,False,False,False,MIT,2016-08-01T20:54:54Z,2026-03-13T04:44:18Z,2026-03-09T13:55:04Z,"ethereum,evm,security,smart-contracts,solidity",12412,,,438,4085,264,0,4.75,7,55.1,3786602,"{""Solidity"": 2085876, ""JavaScript"": 1674609, ""Shell"": 10161, ""Python"": 9912, ""JSON5"": 4119, ""Makefile"": 1714, ""Ruby"": 211}",100,2026-02-27T15:02:36Z,True,67,100,0,43,package.json,npm,1,878,139,5,True,False,True,True,False,False,9137,424,239,43,0,0,74,100,True,True,False,True,3510,3,0.4592,0.0,0.0,0.4829,9.33,61.71,3786602.0,1.1638
https://github.com/nomicfoundation/hardhat,nomicfoundation,hardhat,NomicFoundation/hardhat,"Hardhat is a development environment to compile, deploy, test, and debug your Ethereum software. ",https://hardhat.org,TypeScript,8444,76,1702,630,212090,main,False,False,False,False,False,True,NOASSERTION,2018-04-14T22:20:59Z,2026-03-13T01:22:21Z,2026-03-13T12:06:24Z,"blockchain,dapps,debugging,ethereum,javascript,smart-contracts,solidity,task-runner,tooling,typescript",1702,,,396,18302,3191,0,79.25,7,95.5,7632197,"{""TypeScript"": 7286498, ""Solidity"": 165867, ""JavaScript"": 136405, ""HTML"": 21083, ""Shell"": 14922, ""CSS"": 6982, ""PowerShell"": 440}",100,2026-03-11T14:54:44Z,True,55,100,0,8,package.json,npm,1,2367,850,12,True,False,True,False,False,False,1175,845,893,307,0,0,97,62,False,True,False,True,2889,0,0.2016,0.0,0.0,0.357,46.22,21.32,7632197.0,6.3351
https://github.com/nethermindeth/nethermind,nethermindeth,nethermind,NethermindEth/nethermind,A robust execution client for Ethereum node operators.,https://nethermind.io/nethermind-client,C#,1530,48,661,527,549290,master,False,False,False,False,False,True,GPL-3.0,2017-08-23T15:10:51Z,2026-03-13T10:53:36Z,2026-03-13T13:12:34Z,"blockchain,eth,ethereum,ethereum-client,evm",661,,,228,10168,1439,0,46.25,11,99.1,24902786,"{""C#"": 24689324, ""TypeScript"": 75125, ""Python"": 44223, ""Shell"": 31433, ""JavaScript"": 28153, ""HTML"": 13245, ""Makefile"": 6588, ""CSS"": 6159, ""Dockerfile"": 5253, ""Solidity"": 3043, ""PowerShell"": 240}",100,2026-03-06T13:56:25Z,True,100,100,0,0,,,0,5311,620,8,True,True,False,False,False,True,5233,3244,1472,247,1,0,54,100,True,True,False,True,3123,0,0.432,0.0,0.0,0.6108,44.6,6.71,24902786.0,3.2558
https://github.com/nethereum/nethereum,nethereum,nethereum,Nethereum/Nethereum,Ethereum .Net cross platform integration library ,http://nethereum.com,C#,2244,116,743,112,801845,master,False,False,False,False,False,False,MIT,2015-11-23T20:30:14Z,2026-03-10T15:33:50Z,2026-03-10T15:33:44Z,"abi,blockchain,cross-platform,ethereum,ethereum-client,geth,nethereum,parity,quorum,rlp,rpc,signing",743,,,86,2525,308,0,14.5,10,80.2,28086707,"{""C#"": 22512254, ""JavaScript"": 3074740, ""HTML"": 1496073, ""Solidity"": 737944, ""CSS"": 181910, ""Batchfile"": 42233, ""TypeScript"": 29420, ""Python"": 7616, ""Shell"": 3740, ""PowerShell"": 777}",82,2026-03-07T05:11:20Z,True,6,82,0,0,,,0,9470,1787,12,True,False,True,True,False,True,16385,3980,1020,2949,0,0,49,50,False,False,False,False,3762,2,0.3311,0.0,0.0,0.4203,29.36,26.09,28086707.0,0.6712
https://github.com/hyperledger-web3j/web3j,hyperledger-web3j,web3j,LFDT-web3j/web3j,Lightweight Java and Android library for integration with Ethereum clients,https://www.web3labs.com/web3j-sdk,Java,5386,214,1762,136,11780,main,False,False,False,True,False,True,NOASSERTION,2016-09-04T05:48:49Z,2026-03-11T09:30:45Z,2026-01-28T16:57:48Z,"android,blockchain,ether,ethereum,java,reactivex,rxjava,smart-contract-tools,smart-contracts,solidity",1762,,,225,2527,164,0,0.0,5,98.9,3774741,"{""Java"": 3732346, ""Solidity"": 32623, ""Shell"": 8415, ""Dockerfile"": 1001, ""JavaScript"": 356}",100,2026-01-21T18:35:57Z,True,100,100,0,0,build.gradle,gradle,1,1063,412,11,True,True,False,True,False,False,9828,576,193,58,0,0,74,87,True,True,False,True,3477,43,0.3271,0.0,0.0,0.5419,11.23,23.94,3774741.0,0.7268
https://github.com/grandinetech/grandine,grandinetech,grandine,grandinetech/grandine,High performance Ethereum consensus client,,Rust,255,4,69,77,9803,develop,False,False,False,True,False,False,GPL-3.0,2021-06-29T11:50:59Z,2026-03-13T13:23:28Z,2026-03-13T13:23:23Z,,69,,,14,712,415,0,4.75,7,97.8,5284792,"{""Rust"": 5167347, ""C#"": 83976, ""Makefile"": 18444, ""Shell"": 10343, ""Ruby"": 3972, ""Dockerfile"": 570, ""HTML"": 140}",20,2026-03-10T07:37:20Z,True,100,31,0,0,"Cargo.toml,Makefile","cargo,make",2,662,206,5,True,True,False,True,False,True,4778,459,48,105,0,0,42,37,False,False,False,False,1718,0,0.2706,0.0,0.0,0.6934,50.86,18.21,5284792.0,0.4144
https://github.com/foundry-rs/foundry,foundry-rs,foundry,foundry-rs/foundry,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",https://getfoundry.sh/,Rust,10211,84,2439,575,91428,master,False,False,False,False,True,True,Apache-2.0,2021-09-08T11:23:11Z,2026-03-13T13:15:49Z,2026-03-13T13:01:49Z,"alloy,blockchain,bytecode,compiler,compilers,dapp,eth,ethereum,evm,framework,fuzzing,ir,rust,solidity,testing,tooling",2439,,,447,6350,1777,0,48.5,11,98.7,7981281,"{""Rust"": 7880497, ""Shell"": 36527, ""TypeScript"": 26369, ""JavaScript"": 18298, ""Solidity"": 9803, ""Makefile"": 3705, ""Dockerfile"": 2549, ""Nix"": 1732, ""Python"": 1211, ""HTML"": 418, ""Vyper"": 172}",100,2026-03-12T06:22:54Z,True,100,100,0,0,"Cargo.toml,Makefile,flake.nix","nix,cargo,make",3,1301,295,6,True,True,True,True,False,True,3125,488,559,136,1,0,109,75,False,True,False,True,1647,0,0.2389,0.0,0.0,0.3751,14.21,22.84,7981281.0,3.8555
https://github.com/ethers-io/ethers.js,ethers-io,ethers.js,ethers-io/ethers.js,Complete Ethereum library and wallet implementation in JavaScript.,https://ethers.org/,TypeScript,8653,112,2110,634,178538,main,False,False,False,False,False,True,MIT,2016-07-16T04:35:37Z,2026-03-13T12:00:46Z,2026-02-13T23:23:54Z,"blockchain,ethereum,ethers,javascript,typescript,web3",2110,,,1,792,57,0,0.5,4,67.3,2119681,"{""TypeScript"": 1427334, ""JavaScript"": 691183, ""HTML"": 1084, ""CSS"": 80}",100,2025-12-03T05:33:20Z,True,25,100,7,9,package.json,npm,1,1766,71,5,True,False,False,True,False,False,6067,756,184,28,0,0,66,50,False,False,False,False,3527,27,0.2438,0.0093,0.003302,0.4281,792.0,8653.0,302811.57,0.2246
https://github.com/argotorg/sourcify,argotorg,sourcify,argotorg/sourcify,Source code verification service for Ethereum smart contracts,https://sourcify.dev,TypeScript,909,36,517,95,38300,staging,False,False,False,True,False,False,MIT,2019-04-24T08:23:22Z,2026-03-12T21:02:32Z,2026-03-12T16:38:31Z,"ethereum,smart-contracts,solidity,source-code-verification,verification,vyper",517,,,170,3634,435,0,5.75,8,54.7,2921655,"{""TypeScript"": 1598584, ""Solidity"": 1098964, ""JavaScript"": 115101, ""PLpgSQL"": 64661, ""Shell"": 33383, ""Vyper"": 5615, ""Dockerfile"": 3725, ""Yul"": 1622}",100,2026-03-03T07:28:02Z,True,83,100,0,10,package.json,npm,1,888,314,12,True,True,False,False,False,False,3977,164,363,256,0,0,61,50,False,False,False,True,2515,0,0.5688,0.0,0.0,0.1847,21.38,5.35,2921655.0,1.4449
