repo_url,readme_found,readme_excerpt
https://github.com/nethermindeth/nethermind,True,"Nethermind Ethereum client

Nethermind is an Ethereum execution client built on .NET. Nethermind is the fastest client in terms of throughput, block processing, transactions per second (TPS), and syncing new nodes. With its modular design and plugin system, it offers extensibility and features for new chains. As one of the most adopted execution clients on Ethereum, Nethermind plays a crucial role in enhancing the diversity and resilience of the Ethereum ecosystem.

Documentation

Nethermind documentation is available at docs.nethermind.io.

Supported networks

Ethereum · Gnosis · Optimism · Base · Taiko · World Chain · Linea · Energy Web

Installing

The standalone release builds are available on GitHub Releases.

Package managers
Linux

 On Debian-based distros, Nethermind can be install"
https://github.com/nethereum/nethereum,True,"Nethereum

Nethereum is the .NET integration platform for Ethereum and EVM-compatible blockchains. It provides a complete development stack — from smart contract interaction and transaction signing, through a full EVM simulator and in-process Ethereum node, to blockchain data indexing, an ERC-4337 account abstraction bundler, a Blazor blockchain explorer, MUD framework support, multi-platform wallet UIs, Unity game integration, and .NET Aspire orchestration. Nethereum targets netstandard 2.0 through .NET 10, .NET Framework 4.5.1+, and Unity, running on Windows, Linux, macOS, Android, iOS, WebAssembly, and game consoles.

Try Nethereum in Your Browser

Go to playground.nethereum.com to browse and execute samples directly in your browser — no setup required.

Quick Start

Get an account bala"
https://github.com/hyperledger-web3j/web3j,True,"Web3j: Web3 Java Ethereum Dapp API
==================================

Web3j is a lightweight, highly modular, reactive, type safe Java and
Android library for working with Smart Contracts and integrating with
clients (nodes) on the Ethereum network:

This allows you to work with the Ethereum
blockchain, without the additional overhead of having to write your own
integration code for the platform.

The Java and the Blockchain talk provides
an overview of blockchain, Ethereum and Web3j.

NEW! Get involved!

Since Web3J moved under Hyperledger we started to do Web3J Contributors calls every 2 weeks!
Subscribe to our community page and to see check our call schedule.
Your contribution matters!
Community Link - Check our last updates! 
Calendar Invite - Add the contributor call to your calenda"
https://github.com/grandinetech/grandine,True,"Grandine: A fast and lightweight Ethereum consensus client

Documentation

The documentation is available here. Feel free to reach us if you would like more details in some documentation chapters or have any questions.

Performance

Grandine is a optimised and parallelised client. There aren't many published performance comparisons, but a previous research by MigaLabs may give some insight. We run 50,000 Holesky validators on one of our developer's machine.

Memory Usage

Grandine is a lightweight client and needs only ~2.5GB of memory on the mainnet. In order to measure the amount of memory that Grandine actually needs one should stress the operating system to release the shared memory. is an easy way to do it:

Build

Rust is needed in order to build Grandine. We recommend to use rustup."
https://github.com/foundry-rs/foundry,True,"&nbsp;

][gha-url] ][tg-url] ][tg-support-url]

[gha-badge]: 
[gha-url]: 
[tg-badge]: 
[tg-url]: 
[tg-support-badge]: 
[tg-support-url]: 

Install
| [Docs][foundry-docs]
| Benchmarks
| Developer Guidelines
| Contributing
| Crate Docs

Blazing fast, portable and modular toolkit for Ethereum application development, written in Rust.
Forge — Build, test, fuzz, debug and deploy Solidity contracts.
Cast — Swiss Army knife for interacting with EVM smart contracts, sending transactions and getting chain data.
Anvil — Fast local Ethereum development node.
Chisel — Fast, utilitarian and verbose Solidity REPL.

Installation

See the installation guide for more details.

Getting Started

Initialize a new project, build and test:

Interact with a live network:

Fork mainnet locally:

Read the [Foundry"
https://github.com/ethers-io/ethers.js,True,"The Ethers Project
==================

A complete, compact and simple library for Ethereum and ilk, written
in TypeScript.

Features
Keep your private keys in your client, safe and sound
Import and export JSON wallets (Geth, Parity and crowdsale)
Import and export BIP 39 mnemonic phrases (12 word backup phrases) and HD Wallets (English as well as Czech, French, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese)
Meta-classes create JavaScript objects from any contract ABI, including ABIv2 and Human-Readable ABI
Connect to Ethereum nodes over JSON-RPC, INFURA, Etherscan, Alchemy, Ankr or MetaMask
ENS names are first-class citizens; they can be used anywhere an Ethereum addresses can be used
Small (~144kb compressed; 460kb uncompressed)
Tree-shaking focused; include"
https://github.com/argotorg/sourcify,True,"&nbsp;

 &nbsp;

Sourcify (sourcify.dev) is a source-code verification service for Ethereum smart contracts supporting Solidity and Vyper. Sourcify is fully commited to
Open-source (MIT License)
Open-data (see Downloading the repository)
Open-standards (see the Verifier Alliance)

in smart-contract verification instead of siloed, propriety services. We foster these values across the ecosystem and work actively to push the status-quo in this direction.

Different than other verification services, Sourcify leverages the Solidity metadata and its integrity hash to ""fully verify"" the Solidity contracts (see the playground).

Sourcify mainly consists of:
sourcify-server - an HTTP server to run source-code verifications and store the verified contracts for the supported chains through an API
sou"
https://github.com/argotorg/solidity,True,"The Solidity Contract-Oriented Programming Language

You can talk to us on Gitter and Matrix, tweet at us on X (previously Twitter) or create a new topic in the Solidity forum. Questions, feedback, and suggestions are welcome!

Solidity is a statically-typed, contract-oriented, high-level language for implementing smart contracts on the Ethereum platform.

For a good overview and starting point, please check out the official Solidity Language Portal.

Table of Contents
Background
Build and Install
Example
Documentation
Development
Maintainers
License
Security

Background

Solidity is a statically-typed curly-braces programming language designed for developing smart contracts
that run on the Ethereum Virtual Machine. Smart contracts are programs that are executed inside a peer-to-peer
netwo"
https://github.com/remix-project-org/remix-project,True,"Remix Project 

Remix Project

Remix Project is a rich toolset including Remix IDE, a comprehensive smart contract development tool. The Remix Project also includes Remix Plugin Engine and Remix Libraries which are low-level tools for wider use. 

Remix IDE
Remix IDE is used for the entire journey of contract development by users of any knowledge level. It fosters a fast development cycle and has a rich set of plugins with intuitive GUIs. The IDE comes in 2 flavors and a VSCode extension:

Remix Online IDE, see: 

:point_right: Supported browsers: Firefox v100.0.1 & Chrome v101.0.4951.64. No support for Remix's use on tablets or smartphones or telephones.

Remix Desktop IDE, see releases: 

Remix libraries 
Remix libraries are essential for Remix IDE's native plugins. Read more about libra"
https://github.com/ethereum/go-ethereum,True,"Go Ethereum

Golang execution layer implementation of the Ethereum protocol.

![API Reference](

Automated builds are available for stable releases and the unstable master branch. Binary
archives are published at 

Building the source

For prerequisites and detailed build instructions please read the Installation Instructions.

Building requires both a Go (version 1.23 or later) and a C compiler. You can install
them using your favourite package manager. Once the dependencies are installed, run

or, to build the full suite of utilities:

Executables

The go-ethereum project comes with several wrappers/executables found in the 
directory.

Running 

Going through all the possible command line flags is out of scope here (please consult our
CLI Wiki page),
but we've enumerated a few common pa"
https://github.com/argotorg/fe,True,"Fe

The Fe compiler is in the late stages of a major compiler rewrite. The branch supports / and includes an experimental for EVM bytecode generation (default backend: Sonatina), but language/codegen coverage is still evolving.
For the older version of the compiler, see the legacy branch.

Overview

Fe is a statically typed language for the Ethereum Virtual Machine (EVM). The syntax and type system is similar to rust's, with the addition of higher-kinded types. We're exploring additional type system, syntax, and semantic changes.

Debugging tests

 has a few flags that are useful when debugging runtime/codegen issues:
EVM trace (last 400 steps): 
Sonatina symtab + stackify traces written to files: 

Community
Twitter: @official_fe
Chat:
We've recently moved to Zulip
The Discord server is s"
https://github.com/ethereum/execution-apis,True,"Execution API Specification

JSON-RPC

[View the spec][playground]

The Ethereum JSON-RPC is a standard collection of methods that all execution
clients implement. It is the canonical interface between users and the network.
This interface allows downstream tooling and infrastructure to treat different
Ethereum clients as modules that can be swapped at will.

Contributing

Please see
CONTRIBUTING.md
for a concise workflow overview, and the [contributors guide][contributors-guide]
for the full process of standardizing new API methods and making changes to
existing ones. Information on test generation can be found in
[test-gen][test-gen].

The specification itself is written in [OpenRPC][openrpc]. Refer to the OpenRPC
specification and the JSON schema [specification][json-schema] to get star"
https://github.com/ethereum/eips,True,"Ethereum Improvement Proposals (EIPs)

> ATTENTION: The EIPs repository has recently undergone a separation of ERCs and EIPs. ERCs are now accessible at All new ERCs and updates to existing ones must be directed at this new repository. The editors apologize for this inconvenience.

The goal of the EIP project is to standardize and provide high-quality documentation for Ethereum itself and conventions built upon it. This repository tracks past and ongoing improvements to Ethereum in the form of Ethereum Improvement Proposals (EIPs). EIP-1 governs how EIPs are published.

The status page tracks and lists EIPs, which can be divided into the following categories:
Core EIPs are improvements to the Ethereum consensus protocol.
Networking EIPs specify the peer-to-peer networking layer of Ethereum"
https://github.com/ethereum-lists/chains,True,"EVM-based Chains

The source data is in _data/chains. Each chain has its own file with the filename being the CAIP-2 representation as name and as extension.

Example:

When an icon is used in either the network or an explorer, there must be a JSON in _data/icons with the name used.
(e.g. in the above example there must be a and a in there) - The icon JSON files look like this:

where:
The URL MUST be publicly resolvable through IPFS
width and height MUST be positive integers
format is either ""png"", ""jpg"" or ""svg""
size MUST be less than 250kb

If the chain is an L2 or a shard of another chain you can link it to the parent chain like this:

where you need to specify the type and the reference to an existing parent. The field about bridges is optional.

You can add a field e.g. to deprecate"
https://github.com/ethereum/consensus-specs,True,"Ethereum Proof-of-Stake Consensus Specifications

This repository hosts the current Ethereum
proof-of-stake
specifications. Discussions about design rationale and proposed changes can be
brought up and discussed as issues. Solidified, agreed-upon changes to the
specifications can be made through pull requests.

Specifications

Core specifications for Ethereum proof-of-stake clients can be found in
specs. These are divided into features. Features are researched and
developed in parallel, and then consolidated into sequential upgrades when
ready.

Stable specifications

Unstable specifications

Accompanying documents
SimpleSerialize (SSZ) spec
Merkle proof formats
General test format

External specifications
Beacon APIs
Engine APIs
Beacon Metrics
Builder Specs

Reference tests
Stable referen"
https://github.com/erigontech/erigon,True,"CI Guidelines

Workflow triggers

Each workflow should serve a distinct purpose with a distinct trigger pattern. Avoid
duplicating workflows that fire on the same events — merge them instead.

Trigger ladder (fastest feedback to most comprehensive):

Run tests that developers can reproduce locally as late as possible — ideally only in
the merge queue. This avoids burning runner time on every push and concentrates
deterministic blocking checks at the point where they matter most.

All workflows should include so they can be triggered manually
without code changes. For workflows with inputs (e.g. QA), use dispatch inputs instead
of separate workflow files.

Draft PRs

If a job uses to skip on draft PRs, the
workflow must include in its event types:

Without , converting a draft PR to ready-f"
https://github.com/consensys/teku,True,"teku

 %22&replace=%241&label=consensus-specs)

Teku is an open-source Ethereum consensus client written in Java and containing a full beacon node and validator client implementation.

See the Changelog for details of the latest releases and upcoming breaking changes.

Useful links
Ethereum Beacon Chain specification
Teku user documentation
Teku REST API reference documentation
Teku issues
Contribution guidelines
Teku Changelog

Teku users

See our user documentation.

Raise a documentation issue or get in touch in
the #teku channel on Discord if you've got questions or feedback.

Teku developers
Contribution Guidelines
Coding Conventions

Binary Releases

Binary releases are available from the releases page.
Binary builds that track the latest changes on the master branch are available on"
https://github.com/apeworx/ape,True,"][pypi-url]
][license-url]
][actions-url]
][contributing-url]
][discord-url]
][twitter-url]
][deepwiki-url]

Overview

Ape Framework is an easy-to-use Web3 development tool.
Users can compile, test, and interact with smart contracts all in one command line session.
With our modular plugin system, Ape supports multiple contract languages and chains.

Ape is built by ApeWorX LTD.

Join our [ApeWorX Discord server][discord-url] to stay up to date on new releases, plugins, and tutorials.

If you want to get started now, see the Quickstart section.

Documentation

Read our technical documentation to get a deeper understanding of our open source Framework.

Read our academic platform which will help you master Ape Framework with tutorials and challenges.

Prerequisite

In the latest release, Ape"
https://github.com/alloy-rs/alloy,True,"Alloy

Alloy connects applications to blockchains.

Alloy is a rewrite of [ ] from the ground up, with exciting new
features, high performance, and excellent docs.

We also have a book on all things Alloy and many examples to help you get started.

][telegram-url]

[ ]: 
[telegram-badge]: 
[telegram-url]: 

Installation

Alloy consists of a number of crates that provide a range of functionality essential for interfacing with any Ethereum-based blockchain.

The easiest way to get started is to add the crate with the feature flag from the command-line using Cargo:

Alternatively, you can add the following to your file:

For a more fine-grained control over the features you wish to include, you can add the individual crates to your file, or use the crate with the features you need.

A compreh"
https://github.com/a16z/helios,True,"Helios

Helios is a trustless, efficient, and portable multichain light client written in Rust.

Helios converts an untrusted centralized RPC endpoint into a safe unmanipulable local RPC for its users. It syncs in seconds, requires no storage, and is lightweight enough to run on mobile devices.

Helios has a small binary size and compiles into WebAssembly. This makes it a perfect target to embed directly inside wallets and dapps.

Installing

First install , Helios's installer:

To install Helios, run .

Usage
Ethereum

To run Helios on Ethereum, run the command below, replacing with an RPC provider URL such as Alchemy:

 must be a supported Ethereum Execution API Provider that provides the endpoint. We recommend using providers like Alchemy or Infura.

Helios will now run a local RPC serv"
https://github.com/swiss-knife-xyz/swiss-knife,True,"All your EVM tools in one place: 

List of Tools

1. Explorer: Quickly view any address/ens or transaction across a variety explorers, in just a click!
2. Calldata: Decode or encode calldata. View parameters in a human-readable format, even without the contract ABI.
3. Transact: Send custom bytes calldata to transact with any contract, or leave the address blank to deploy a new contract.
4. Converter: All the essential unit converters on one-page. Convert between:
 1. Ether, wei & gwei
 2. Hexadecimal, decimal & binary
 3. String or hex to keccack256 hash & 4 bytes selector
 4. Hex to 32 bytes left-padded & right-padded values
 5. Address to checksum/lowercase format
5. Constants: Have frequently used constants at your fingertips, like Zero Address, Max Uint256, etc.
6. Epoch-Converter: Gr"
https://github.com/axiom-crypto/snark-verifier,True,"SNARK Verifier

Generic (S)NARK verifier.

Status

As of June 2023, v0.1.1 and later are recommended for production use. It completed external audits conducted by Trail of Bits (available here and here).

Security

See SECURITY.md."
https://github.com/risc0/risc0-ethereum,True,"> [!IMPORTANT]
> is the development branch.
> Application developers should use the latest release instead.

RISC Zero Ethereum

[RISC Zero] is a zero-knowledge verifiable general computing platform, with [Ethereum] integration.
This repository contains [Solidity verifier contracts][contracts] and supporting code.

If you are looking to get started using RISC Zero in an application on Ethereum, the best place to look is the [Foundry template][template].

You can also find the documentation for RISC Zero, including guides for [writing zkVM programs][risc0-quickstart], [using the Bonsai prover][bonsai-quickstart], and more at [dev.risczero.com].

Contracts

RISC Zero's Ethereum contracts, including the on-chain verifier for all RISC Zero Groth16 proofs, can be found in the [contracts] direct"
